year,month,EDACaP010101,EDACaP010102,EDACaP010103,EDACaP010104,EDACaP010105,EDACaP010106,EDACaP010201,EDACaP010202,EDACaP010203,EDACaP010204,EDACaP010205,EDACaP010206,EDACaP010207,EDACaP010208,EDACaP010209,EDACaP010210,EDACaP010301,EDACaP010302,EDACaP010303,EDACaP010304,EDACaP010305,EDACaP010306,EDACaP010307,EDACaP010401,EDACaP010402,EDACaP010403,EDACaP010404,EDACaP010405,EDACaP010406,EDACaP010407,EDACaP010408,EDACaP010501,EDACaP010502,EDACaP010503,EDACaP020101,EDACaP0201011,EDACaP020102,EDACaP020103,EDACaP020104,EDACaP020105,EDACaP0201051,EDACaP020106,EDACaP020201,EDACaP020202,EDACaP020203,EDACaP020204,EDACaP020205,EDACaP020206,EDACaP020207,EDACaP0202071,EDACaP020301,EDACaP020302,EDACaP020303,EDACaP020304,EDACaP020305,EDACaP020306,EDACaP020401,EDACaP020402,EDACaP020403,EDACaP020404,EDACaP020405,EDACaP020501,EDACaP020502,EDACaP020503,EDACaP020504,EDACaP020505,EDACaP030101,EDACaP030102,EDACaP030103,EDACaP030104,EDACaP030105,EDACaP030106,EDACaP030107,EDACaP030108,EDACaP030109,EDACaP030110,EDACaP030111,EDACaP030112,EDACaP030113,EDACaP030114,EDACaP030115,EDACaP030116,EDACaP030117,EDACaP030119,EDACaP030120,EDACaP030121,EDACaP030201,EDACaP030202,EDACaP030203,EDACaP030204,EDACaP030205,EDACaP030206,EDACaP030207,EDACaP030208,EDACaP030209,EDACaP030211,EDACaP030301,EDACaP030302,EDACaP030303,EDACaP030304,EDACaP030305,EDACaP030306,EDACaP030307,EDACaP030308,EDACaP030310,EDACaP030311,EDACaP030401,EDACaP030402,EDACaP030403,EDACaP030404,EDACaP030405,EDACaP030406,EDACaP030407,EDACaP030408,EDACaP030409,EDACaP030410,EDACaP030411,EDACaP030412,EDACaP030413,EDACaP030414,EDACaP030415,EDACaP030416,EDACaP030419,EDACaP030420,EDACaP030501,EDACaP030502,EDACaP030503,EDACaP030504,EDACaP030505,EDACaP030506,EDACaP030507,EDACaP030508,EDACaP030509,EDACaP030510,EDACaP030511,EDACaP030512,EDACaP030513,EDACaP030514,EDACaP030515,EDACaP030516,EDACaP030517,EDACaP030518,EDACaP030519,EDACaP030521,EDACaP030522,EDACaP030523,EDACaP030601,EDACaP030602,EDACaP030603,EDACaP030604,EDACaP030605,EDACaP030606,EDACaP030607,EDACaP030608,EDACaP030609,EDACaP030610,EDACaP030611,EDACaP030612,EDACaP030613,EDACaP030614,EDACaP030616,EDACaP030617,EDACaP030618,EDACaP030701,EDACaP030702,EDACaP030703,EDACaP030704,EDACaP030705,EDACaP030706,EDACaP030707,EDACaP030708,EDACaP030709,EDACaP030710,EDACaP030711,EDACaP030713,EDACaP030801,EDACaP030802,EDACaP030803,EDACaP030804,EDACaP030805,EDACaP030806,EDACaP030901,EDACaP030902,EDACaP030903,EDACaP030904,EDACaP030905,EDACaP030906,EDACaP030907,EDACaP031001,EDACaP031002,EDACaP031003,EDACaP031004,EDACaP031005,EDACaP031101,EDACaP031201,EDACaP040101,EDACaP040102,EDACaP040103,EDACaP040104,EDACaP040105,EDACaP040106,EDACaP040107,EDACaP040108,EDACaP040109,EDACaP040110,EDACaP040111,EDACaP040112,EDACaP040113,EDACaP040114,EDACaP040115,EDACaP040116,EDACaP040117,EDACaP040118,EDACaP040119,EDACaP040201,EDACaP040202,EDACaP040203,EDACaP040204,EDACaP040205,EDACaP040206,EDACaP040207,EDACaP040208,EDACaP040209,EDACaP040210,EDACaP040211,EDACaP040212,EDACaP040213,EDACaP040214,EDACaP040215,EDACaP040216
1981,11,11.8,17.12,13.56,13.56,7.1,7.9,10.37,12.26,8.31,6.27,6.27,11.24,9.11,3.54,2.88,2.4,14.91,13.33,12.33,15.9,9.12,8.75,9.72,5.74,1.08,0.2,4.49,4.49,9.15,9.56,9.55,6.85,6.83,9.2,0,1.82,2.06,2.56,2.14,0,8.6,6.73,7.18,9.72,6.98,6.92,0,11.82,0,4.63,2.71,5.44,0,5.56,3.42,5.88,6.1,7.9,5.54,6.26,12.84,7.86,6,6.52,6.88,3.42,7.73,10.96,13.92,11.58,10.47,5.3,9.2,13.21,13.09,18.08,16.46,9.48,6.28,8.64,17.03,15.19,13.64,10.96,10.94,19.2,21.18,17.26,22.77,28.13,28.56,22.91,20.49,19.93,20.39,21.57,21.58,11.96,10.95,17.63,9.27,9.27,12.71,10.08,11.37,12.07,8.64,5.04,8.45,10.94,9.06,9.04,7.46,4.51,5.27,1.24,8.64,8.99,7.29,3.96,0.21,8.99,9.82,0.21,6.11,7.44,4.76,3.39,6.09,4.5,7.64,7.09,5.96,6.28,5.31,6.28,0.2,5.52,5.88,1.23,5.69,4.33,3.24,6.02,5.96,3.39,14.86,12.84,11.14,11.36,7.57,7.57,7.38,14.52,10.06,10.54,10.54,8.15,8.73,8.94,7.38,8.15,19.21,25.2,21.05,19.21,35.93,24.99,18.25,14.86,17.77,17.77,22.85,27.11,50.66,9.85,8.66,19.71,10.56,6.56,11.82,51.11,34.65,34.65,34.56,51.11,20.43,24.99,7.94,9.36,6.34,6.88,7.44,21.52,7.94,22.93,22.6,29.25,25.13,22.6,23.42,27.28,24.41,32.74,24.41,29.31,29.71,25.13,34.93,29.29,45.17,25.13,34.93,27.28,34.9,36.16,34.87,31.68,21.93,41.02,29.42,28.86,28.86,37.62,37.62,34.24,35.65,32.56,32.56,29.39
1981,12,0,0,0,0,0,8.35,0,0.48,0.45,0,0,0,0.82,2.23,0.79,5.46,6.84,10.66,8.89,5.39,1.32,2.03,9.32,5.86,0,0.41,3.21,3.21,8.33,7.28,3.92,0,0,0,0,0,0,1.99,1.94,0,4.88,5.13,8.23,9.32,7.37,9.12,0,15.63,0,0,0.12,1.52,0,1.43,6.89,6.12,3.03,6.56,6.56,7.58,8.42,4.82,5.38,5.97,9.08,6.89,2.72,17.06,9.93,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,17.06,0,0,3.65,0,2.18,7.73,8.06,6.46,7.83,7.9,0.62,6.67,5.74,6.84,5.02,2.98,6.06,6.06,8.34,7.73,5.13,6.82,8.19,8.5,6.97,7.4,9.08,9.52,11.19,11.17,10.88,9.65,8.19,8.32,7.72,8.75,7.98,8.32,10.85,7.98,6.76,5.96,3.2,6.56,11.91,11.43,11.34,11.15,10.19,7.16,7.72,7.16,5.86,6.07,6.12,5.12,4.44,4.43,6.16,8.54,10.19,6.56,10.94,12.09,11.37,10.34,11.47,11.47,15.18,1.46,10.44,5.52,5.52,7.06,3.77,7.38,15.18,7.06,6.76,0,1.23,6.76,0.21,12.04,9.64,10.94,9.08,9.08,10.03,7.82,0.2,6.42,1.82,4.68,0.87,6.43,3.62,6.75,13.51,13.51,7.08,6.75,0,12.04,10.97,7.63,6.92,9.08,9.03,0.45,10.97,0,0,0,0,0,0,0,0,0,0,0,3.36,0,1.6,2.78,0,0,1.6,0,1.6,5.21,7.89,2.41,17.65,11.45,9.68,12.64,12.64,7.48,7.48,11.13,6.99,13.06,13.06,13.12
1982,1,0,0,0.2,0.2,5.82,12.31,6.47,8.96,9.04,0,0,0.09,5.15,6.86,1.28,8.2,9.61,18.2,9.15,11.06,3.83,1.2,16.43,11.82,4.21,11.58,12.88,12.88,31.33,36.98,13.8,0,0,0.18,6.57,21.72,8.18,4.48,5.84,10.78,27.36,22.21,30.1,16.43,21.03,27.31,0,32.45,0,9.53,29,22.2,19.47,25.59,25.04,22.83,27,32.42,32.05,39.24,45.92,30.4,25.3,31.82,34.54,25.04,7.64,14.57,9.36,7.65,7.59,0,0.18,5.08,8.67,7.32,3.93,0.74,0,0,2.56,8.62,10.92,14.57,0.29,4.86,10.25,8.73,9.17,14.51,23.65,19.9,21.5,17.96,9.69,14.28,20.16,36.64,25.6,22.83,17.69,17.69,36.34,55.6,27.34,19.78,22.57,25.95,33.87,34.1,51.07,66.23,56.54,37.79,35.94,26.19,22.57,23.71,23.33,34.19,33,23.71,22.88,33,19.33,18.73,18.08,16.77,41.64,37.91,41.57,32.23,36.16,26.96,26.23,26.96,15.31,17.05,22.83,13.78,15.3,15.04,18.41,31.36,36.16,16.77,26.83,27.01,26.27,24.3,28.7,28.7,35.9,17.94,28.15,19.84,19.84,22.95,13.68,21.42,35.9,22.95,18.75,8.85,11.1,18.75,12.45,37.89,23.45,26.83,21.76,21.76,25,14.08,9.11,17.2,19.4,16.99,18.73,10.64,10.83,23.9,50.34,50.34,23.7,23.9,0.08,37.89,45.94,44.25,24.02,34.54,42.12,8.48,45.94,7.89,7.53,13.07,12.24,7.53,11.7,17.74,9.55,12.43,9.55,10.99,21.88,12.24,21.87,19.94,9.42,12.24,21.87,17.74,11.32,13.56,22.14,10.08,32.17,25.96,26.86,32.8,32.8,18.31,18.31,26.15,18.75,34.13,34.13,31.66
1982,2,0.57,0.97,0.54,0.54,0.28,3.55,10.21,11.89,9.31,3.35,3.35,2.8,4.43,4.18,3.6,14.51,18.78,16.64,15.32,13.16,13.41,12.66,17.67,24.41,17.59,32.22,43.23,43.23,45.46,59.04,37.38,0.1,0,0.62,16.94,21.4,17.14,12.87,27.15,35.8,78.36,60.57,39.03,17.67,28.59,42.22,0,25.66,0,19.87,84.32,86.41,44.54,82.53,81.52,74.03,38.64,70.88,53.22,48.56,53.14,61.79,86.76,73.6,72.05,81.52,2.29,14.52,9.82,1.71,0.46,0.15,0.62,0.29,1.26,2.27,0.99,1.23,0.25,0.07,5.53,4.23,7.38,14.52,0.31,6.51,11.53,0.64,4.83,10.66,17.7,31.47,26.48,18.65,8,14.03,25.46,69.52,41.52,28.15,49.7,49.7,57.8,86.48,28.42,46.44,55.4,64.51,63.57,63.11,90.53,92.12,96.49,52.25,77.71,56.83,55.4,31.99,43.17,52.27,44.03,31.99,37.28,44.03,36.95,32.19,35.13,31.3,62.33,46.41,54.58,53.98,60.19,88.23,54.96,88.23,48.79,69.13,74.03,54.97,72.04,56.69,47.59,48.81,60.19,31.3,32.74,26.45,25.02,30.29,24.2,24.2,28.97,18.01,24.64,24.08,24.08,23.28,13.18,25.49,28.97,23.28,22.64,9.51,10.3,22.64,15.42,36.39,32.6,32.74,23.82,23.82,21.94,11.64,14.11,15.23,39.01,21.42,32.74,20.42,7.41,25.2,33.07,33.07,19.03,25.2,3.63,36.39,80.09,89.54,79.79,72.05,83.59,4.94,80.09,1.52,5.8,6.96,6.19,5.8,8.69,7.31,6.82,3.44,6.82,4.42,8.87,6.19,10.91,8.79,6.36,6.19,10.91,7.31,9.1,12.13,14.17,8.8,31.92,16.18,20.53,22.81,22.81,10.24,10.24,11.74,12.48,23.92,23.92,19.41
1982,3,11.55,15.1,17.06,17.06,1.09,22.65,35.62,48.21,41.05,30.16,30.16,23.89,20.76,27.97,33.59,35.64,60.87,106.07,91.79,73.77,49.52,54.13,44.26,31.88,31.3,29.07,32.21,32.21,55.18,59.11,43.77,0,0.63,2.62,19.92,46.19,22.39,20.94,21.8,31.03,57.53,54.44,60.41,44.26,42.02,52.06,0,67.39,0,27.29,106.69,103.25,61.32,90.37,66.79,91.62,39.96,54.27,66.73,62.32,56.14,64.14,90.57,75.25,87.51,66.79,14.58,63.37,49.43,13.66,1.58,0.82,2.62,11.54,12.86,21.38,12.2,1.83,0,0,7.89,16.48,18.17,63.37,7.18,18.64,43.4,9.12,36.86,56.26,64.91,44.81,60.72,58.9,35.94,54.61,50.03,57.89,58.5,44.69,55.91,55.91,74.82,82.34,57.8,52.23,55.04,66.18,77.07,70.4,106.36,102.09,105.24,85.54,100.37,60.57,55.04,52.61,51.67,51.92,49.83,52.61,44.81,49.83,42.02,50.11,48.77,46.12,75.48,82.64,93.81,101.27,88.26,90.67,84.41,90.67,46.36,62.2,91.62,47.79,59.35,47.67,84.59,55.22,88.26,46.12,77.34,64.32,63.93,49.53,54.68,54.68,53.92,37.9,52.56,42.03,42.03,46.82,32.52,48.32,53.92,46.82,69.63,43.99,25.17,69.63,53.27,144.14,93.4,77.34,50.4,50.4,69.43,28.66,91.51,42.73,35.83,43.79,48.26,37.24,44.36,139.05,171.1,171.1,83.11,139.05,2.65,144.14,90.23,92.55,92.97,87.51,91.32,26.37,90.23,19.75,21.52,43.36,34.9,21.52,34.71,39.55,29.17,31.64,29.17,27.33,48.82,34.9,64.9,69.82,49.98,34.9,64.9,39.55,40.43,36.35,51.15,46.26,79.87,56.6,52.57,57.03,57.03,52.22,52.22,75.02,41.27,90.73,90.73,63
1982,4,21.3,33.08,31.76,31.76,27.38,43.08,66.88,79.98,90.95,57.85,57.85,53.37,53.51,33.99,60.91,19.17,146.87,156.8,155.33,151.33,97.21,96.07,98.52,49.42,48.88,44.46,63.56,63.56,87.94,66.78,77.9,13.79,31.58,37.02,17.06,44.2,16.64,10.67,26.53,23.99,38.8,36.8,62.26,98.52,62.73,78.72,0,143.78,0,20.75,62.95,51.66,25.57,70.44,37.8,112.1,33.54,33.97,35.67,41.55,51.19,50.85,97.13,44.16,75.72,37.8,35.37,77.64,57.5,36.9,27.68,13.1,37.02,33.19,30.36,20.55,21.45,30.07,17.79,11.49,22.78,15.25,29.25,77.64,38.47,28.79,22.35,10.74,16.87,25.65,36.83,31.9,36.36,27.01,16.05,17.14,47.66,61.88,70.69,43.12,65.47,65.47,78.75,81.61,54.71,46.88,65.77,83.54,76.57,81.13,96.85,100.88,122.44,115,101.29,83.92,65.77,60.82,77.67,77.23,59.85,60.82,68.62,59.85,82.01,66.72,62.23,52.43,107.64,105.74,105.59,102.96,116.25,115.32,88.13,115.32,60.19,94.3,112.1,42.26,53.48,36.22,96.63,89.51,116.25,52.43,35.62,42.08,40.84,51.76,49.35,49.35,63.64,26.19,44.32,33.49,33.49,44.72,33.32,43.23,63.64,44.72,21.9,26.39,9.1,21.9,33.84,44.81,33.49,35.62,32.23,32.23,33.01,32.78,33.09,35.67,60.34,50.27,47.66,32.31,29.42,47.25,58.6,58.6,40.73,47.25,28.54,44.81,114.19,78.37,83.27,75.72,85.97,16.03,114.19,63.98,55.83,47.34,44.85,55.83,52.62,49.27,44.74,84.02,44.74,63.17,48.31,44.85,52.06,43.09,76.81,44.85,52.06,49.27,50.28,33.52,40.17,45.66,56.41,64.04,55.55,61.61,61.61,63.46,63.46,63.78,47.36,79.49,79.49,62.08
1982,5,41.1,41.57,42.83,42.83,35.46,38.89,40.37,45.52,55.65,34.68,34.68,42.46,48.16,65.97,61.8,44.96,50.87,53.87,58.74,53.25,48.95,46.44,52.82,17.39,26.43,17.43,19.73,19.73,88.47,44.83,52.71,52.04,50.95,98.98,16.25,23.16,16.84,10.45,7.21,34.5,84.51,62.71,36.65,52.82,36.18,43.02,0,36.81,0,29.35,60.13,79.91,68.25,81.09,77.94,109.42,41.93,72.44,33.44,49.59,61.05,63.58,93.83,59.11,62.94,77.94,52.6,64.3,75.86,77.81,79.88,56.25,98.98,64.18,74.76,51.12,54.17,58.46,40,60.77,67.61,44.98,47.47,64.3,87.44,65.64,47.8,36.32,51.64,56.12,53.75,38.23,46.63,67.87,63.41,63.43,50.65,56.93,49.62,42.64,49.3,49.3,63.69,75.36,44.78,44.37,72.92,70.18,52.7,59.91,63.45,83.07,92.56,53.04,64.99,87.64,72.92,67.68,75.6,63.5,47.32,67.68,76.17,47.32,76.15,73.57,79.42,79.75,79.46,61.81,58.36,79.7,83.58,113.64,92.85,113.64,50.51,69.09,109.42,43.26,51.4,64.85,72.96,73.38,83.58,79.75,79.8,83.76,72.53,67.89,86.64,86.64,101.78,48.76,54.71,42.2,42.2,50.85,84.44,62.95,101.78,50.85,68.37,63.62,50.54,68.37,68.79,97.04,86.81,79.8,73.11,73.11,66.74,56.01,62.31,37.97,44.76,48.51,38.89,24.28,49.93,89.59,103.57,103.57,107.07,89.59,69.81,97.04,74.59,91.29,78.55,62.94,88.95,56.08,74.59,155.3,143.83,153.69,172.97,143.83,154.47,165.22,145.72,153.96,145.72,153.21,158.36,172.97,157.89,165.63,161.04,172.97,157.89,165.22,111.05,94.88,88.55,110.31,86.09,144.94,77.29,87.11,87.11,156.02,156.02,170.15,95.89,160.07,160.07,106.7
1982,6,75.84,61.95,44.6,44.6,101.48,82.08,32.23,24.89,27.8,35.96,35.96,38.36,45.35,41.43,32.44,34.29,17.78,11.95,11.48,18.19,18.82,12.12,2.42,19.1,12.33,7.49,13.42,13.42,2.36,0.93,13.38,67.07,113.96,123.44,1.18,1.19,0.26,0.11,0,0.17,0.15,0,0,2.42,0.87,0,0,0,0,0,5.94,12.74,5.03,4.89,0,13.69,0,0,0,0,0,2.41,3.28,3.47,5.88,0,95.81,62.8,67.08,83.17,96.32,100.69,123.44,97.13,68.02,78.53,96.28,100.17,96.44,128.52,130.78,58.6,43.64,62.8,108.45,102.84,57.98,62.54,81.32,71.37,40.97,24.82,42.1,64.97,91.37,78.61,27.97,2.18,10.52,19.56,10.45,10.45,11.2,1.06,16.44,14.55,20.28,13.91,6.6,8.25,5.08,4.6,6.78,8.36,6.42,16.97,20.28,33.9,24.15,13.44,10.38,33.9,37.9,10.38,19.49,27.9,30.14,24.37,13.06,10.62,10.41,14.17,12.54,9.94,14.51,9.94,42.74,35.59,13.69,42.81,31.35,33.82,24.73,14.41,12.54,24.37,105.19,85.47,70.2,51.91,62.39,62.39,95.31,103.07,95.23,101.35,101.35,86.59,70.73,46.95,95.31,86.59,83.82,149.3,84.7,83.82,156.63,188.88,129.21,105.19,118.91,118.91,162.69,146.95,180.7,26.03,17.53,31.54,16.1,22.49,34.4,226.37,241.92,241.92,277.01,226.37,148.04,188.88,7.41,1.79,6.1,5.88,3.98,92.01,7.41,319.18,305.52,328.35,355.23,305.52,336.21,350.25,335.48,315.42,335.48,346.45,315.08,355.23,315.82,345.14,316.01,355.23,315.82,350.25,245.78,243.34,232.3,235.54,236.87,370.87,253.01,263.8,263.8,366.13,366.13,343.47,286.18,283.53,283.53,236.4
1982,7,233.05,274.57,255.35,255.35,301.27,292.34,181.09,149.71,128.83,145.34,145.34,205.53,204.85,158.57,148.5,155.9,146.67,116.94,113.68,126.34,119.45,112.42,61.37,121.15,105.54,93.9,113.8,113.8,75.61,59.58,111.98,103.69,246.32,244.51,16.68,14.85,6.45,16.12,18.25,18.49,39.97,36.31,17.92,61.37,65.13,29.36,0,21.02,0,11.87,46.47,72.07,39.28,69.11,45.28,112.5,25,41.85,24.71,29.18,42.32,47.2,68.01,44.27,55.13,45.28,261.4,268.86,253.32,238.27,206.29,165.27,244.51,203.42,206.87,219.52,192.66,206.72,197.46,176.65,238.83,189.8,175.8,268.86,216.08,215.6,179.35,205.18,279.1,247.84,163.39,140.56,204.96,242.53,306.77,255.79,122.73,63.31,88.45,124.01,127.56,127.56,114,69.99,108.24,131.32,169.57,160.23,112.68,120.98,110.59,95.69,105.33,126.75,129.19,171.59,169.57,151.63,144.12,123.75,134.35,151.63,192.18,134.35,144.68,156.65,165.53,162.22,140.29,131.35,80.11,105.59,150.04,102.25,147.06,102.25,192.12,162.56,112.5,168.32,133.03,130.76,164.93,138.57,150.04,162.22,322.92,290.57,260.17,211.17,197.15,197.15,288.37,262.97,255.2,244.09,244.09,244.63,221.96,149.76,288.37,244.63,263.21,297.56,238.4,263.21,290.27,339.87,335.89,322.92,278.97,278.97,259.45,240.08,279.28,131.89,116.33,126.59,105.51,133.18,157.23,307.85,331.14,331.14,355.33,307.85,285.56,339.87,91.6,74.24,76.93,55.13,61.43,298.59,91.6,232.88,262.44,273.01,276.16,262.44,246.06,249.49,246.63,213.9,246.63,219.22,216.05,276.16,252.76,252.91,194.42,276.16,252.76,249.49,260.21,273.95,280.52,256.02,218.5,307.43,259.1,219.85,219.85,298.77,298.77,275.38,267.93,222.03,222.03,207.42
1982,8,286.7,296.18,350.16,350.16,334.95,343,176.83,138.27,181.18,224.66,224.66,301.76,295.37,257.2,229.27,235.89,95.74,73.62,98.95,120.84,144.89,111.33,61.56,233.83,152.79,145.93,195.42,195.42,163.51,133.13,211.01,210.78,308.45,323.73,32.41,15.4,12.38,22.55,25.13,40.55,98.3,73.86,59.27,61.56,77.49,62.41,0,39.55,0,13.63,149.28,174.24,93.19,175.05,125.1,279.11,44.1,56.89,62.24,86.6,84.22,96.75,192.37,108.38,156.04,125.1,314.36,299.94,307.92,293.04,270.35,271.16,323.73,309.96,302.13,296.07,244.84,252.56,211.14,238.99,267.07,296.48,263.39,299.94,291.45,239.8,372.65,330.52,417.16,450.5,358.93,289.93,324.41,340.16,358.52,332.69,298.21,146,198.4,278.31,268.03,268.03,240.97,171.17,265.7,296.14,297.41,298.77,251.08,244.49,254.93,199.69,196.38,260.69,249.16,291.94,297.41,219.65,249.52,290.26,294.63,219.65,279.05,294.63,319.87,293.11,302.76,347.84,349.6,323.86,226.6,262.89,339.51,271.96,377.28,271.96,328.99,348.55,279.11,267.79,240.96,262.36,407.71,327.13,339.51,347.84,325.2,306.76,285.54,272.76,258.74,258.74,323.71,194.14,287.13,232.42,232.42,244.65,234.38,212.32,323.71,244.65,331.2,330.36,290.26,331.2,375.93,307.78,300.22,325.2,234.67,234.67,215.16,192.31,356.73,259.18,255.78,318.75,271.49,239.26,271.88,378.78,342.86,342.86,393.09,378.78,285.13,307.78,203.7,141.04,200.21,156.04,165.24,348.17,203.7,233.66,264.83,265.78,262.53,264.83,226.48,261.99,249.01,195.17,249.01,217.72,264.18,262.53,248.13,264.48,170.47,262.53,248.13,261.99,266.46,321.38,290.41,284.18,220.95,318.24,298.38,255.58,255.58,275.49,275.49,262.46,314.39,221.7,221.7,232.46
1982,9,97.12,73.63,84.52,84.52,154.99,170.93,24.4,14.17,25.53,40.68,40.68,61.85,77.29,43.93,29.7,30.22,9.02,12.03,12.21,9.3,15.93,17.31,11.79,23.49,21.63,22.63,32.18,32.18,31.88,20.88,36.85,142.82,188.35,253.34,3.38,15.94,37.33,19.74,10.82,8.91,20.98,18.46,5.65,11.79,9.1,7.97,0,5.05,0,44.31,43.25,48.26,39.56,50.17,41.3,82.51,17.47,25.82,16.08,9.23,18.8,27.42,63.08,36.94,78.95,41.3,194.67,142.11,133.06,159.54,149.33,186.5,253.34,162.19,112.16,93.46,94.43,187.77,173.88,182.03,182.36,69.16,45,142.11,235.41,150.27,75.35,89.79,149.05,114.58,74.77,61.8,93.3,158.62,247.96,242.96,44.33,35.63,49.55,36.73,49.86,49.86,74.67,39.17,38.98,57.43,65.04,68.6,61.86,65.59,80.53,59.56,90.21,124.06,121.37,105.46,65.04,111.53,88.04,110.52,88.52,111.53,106.57,88.52,102.56,92.02,90.87,96.56,146.91,113.52,101.88,142.38,151.06,98.88,126.95,98.88,93.06,96.41,82.51,93.97,72.58,75.16,108.29,107,151.06,96.56,188.24,166.67,145.51,125.45,154.79,154.79,173.55,126.5,155.63,142.62,142.62,127.88,116.31,133.46,173.55,127.88,220.9,206.31,147.91,220.9,216.76,207.04,175.46,188.24,154.45,154.45,168.76,144.29,231.9,25.97,24.05,41.54,29.99,21.95,49.01,248.61,253.4,253.4,295.04,248.61,201.79,207.04,93.31,55.72,72.23,78.95,73.72,210.89,93.31,248.82,244.23,269.06,259.88,244.23,201.94,269.92,239.46,246.33,239.46,251.07,270.17,259.88,259.98,266.59,220.68,259.88,259.98,269.92,196.29,206.14,223.13,226.87,139.59,216.76,179.43,159.79,159.79,231.25,231.25,235.59,183.38,258.17,258.17,155.53
1982,10,26.01,33.78,24.19,24.19,33.6,32.44,29.35,24.91,11.53,27.2,27.2,19.75,21.04,13.6,9.58,7.57,18.68,21.24,21.86,18,13.9,21.46,20.01,5.05,3.73,5.45,10.71,10.71,21.92,22.06,23.6,37.37,55.16,76.02,0.91,6.27,2.5,11.22,7.71,3.13,22.18,21.5,3.6,20.01,6.41,3.84,0,12,0,7.55,70.85,67.2,38.25,50.12,41.44,72.8,12.32,23.64,5.36,6.49,29.78,26.14,59.39,25.21,49.17,41.44,46.86,25.96,46.79,59.8,56.6,51.28,76.02,86.64,57.11,79.82,68.9,89.17,63.32,91.63,127.53,54.5,30.13,25.96,65.19,98.12,67.75,78.01,104.69,85.17,48.23,42.13,68.03,114.85,139.58,139.72,26.71,37.26,44.65,33.83,46.06,46.06,77.84,65,36.35,27.14,36.96,53.2,71.6,69.07,100.66,79.83,89.55,58.51,90.17,69.46,36.96,47.27,48.5,72.37,53.83,47.27,61.59,53.83,55.89,41.14,23.81,39.92,112.28,63.64,70.57,106.79,110.07,84.33,86.83,84.33,64.49,74.34,72.8,53.91,51.01,41.92,85.68,80.17,110.07,39.92,168.7,124.15,104.71,87.52,80.84,80.84,93.79,84.14,155.26,103.99,103.99,110.28,55.59,59.67,93.79,110.28,212.38,153.24,101.41,212.38,139.34,164.01,156.55,168.7,166.75,166.75,178.53,120.68,146.35,11.73,11.08,24.04,18.35,4.54,24.64,185.21,180.27,180.27,197.08,185.21,135.51,164.01,60.29,53.15,64.49,49.17,41.63,128.59,60.29,178.97,158.24,247.7,215.63,158.24,186.9,227.4,206.5,151.6,206.5,183.68,238.63,215.63,273.7,233.48,160.62,215.63,273.7,227.4,199.18,225.16,237.01,179.65,104.02,180.34,186.29,148.49,148.49,212.75,212.75,185.71,196.61,140.15,140.15,127.98
1982,11,8.22,7.97,9.27,9.27,6.27,11.16,7,12.4,8.93,4.07,4.07,6.81,6.81,5.65,6.44,4.24,21.27,14.56,13.76,21.25,10.88,10.59,11.57,5.46,2.78,2.94,6.38,6.38,20.34,18.14,17.87,2.21,6.43,8.25,9.25,17.15,13.61,11.23,13.75,12.4,34.31,28.1,15.84,11.57,10.47,11.96,0,16.84,0,11.19,25.78,39.22,21.21,18.56,29.3,24.19,20.52,24.55,13.26,12.91,21.28,35.36,26.64,26.02,25.02,29.3,11.3,15.58,22.52,14.36,11.7,0,8.25,9.08,14.64,16.15,12.57,3.24,0,0,1.28,13.72,14.66,15.58,7.7,8.91,29.41,19.06,29.89,45.9,49.94,41.03,27.51,32.81,23.8,37.02,22.37,26.64,28.21,38.97,33.61,33.61,38.2,37.93,27.33,42.25,30.25,25.38,34.42,42.02,40.36,51.24,54.8,35.96,45.76,26.46,30.25,44.45,47.58,35.12,27.23,44.45,44.24,27.23,31.57,45.47,33.83,22.1,39.56,38.44,42.27,32.39,21.15,25.06,13.56,25.06,10.88,18.6,24.19,13.99,21.87,17.22,14.74,28.75,21.15,22.1,47.28,52.51,48.63,42.42,25.06,25.06,38.79,31.43,39.82,36.6,36.6,30.59,34.08,32.32,38.79,30.59,33.62,9.22,16.51,33.62,21.39,44.34,41.24,47.28,45.89,45.89,39.45,22.22,22.25,9.54,11.02,13.17,18.88,6.89,13.02,38.63,34.79,34.79,14.34,38.63,1.57,44.34,35.83,63.27,32.02,25.02,50.67,15.73,35.83,6.9,7.69,26.74,15.32,7.69,13.59,9.58,7.6,12.2,7.6,9.85,9.95,15.32,24.37,15.62,13.3,15.32,24.37,9.58,26.54,20.81,31.25,25.41,44.67,62.54,56.03,43.69,43.69,53.56,53.56,38.12,54.73,32.22,32.22,48.88
